ID,AÑO,MES_NOM,MES,DIA_SEMANA_NOM,DIA_SEMANA,ROL,VICTIMA,SEXO,EDAD
2017-0111,2017,SEPTIEMBRE,9,JUEVES,3,PEATON,PEATON,FEMENINO,79
2017-0112,2017,SEPTIEMBRE,9,DOMINGO,6,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,1
2017-0112,2017,SEPTIEMBRE,9,DOMINGO,6,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30
2017-0113,2017,SEPTIEMBRE,9,LUNES,0,PEATON,PEATON,FEMENINO,76
2017-0114,2017,SEPTIEMBRE,9,VIERNES,4,CONDUCTOR,AUTO,MASCULINO,26
2017-0115,2017,SEPTIEMBRE,9,MARTES,1,CONDUCTOR,MOTO,MASCULINO,34
2017-0116,2017,SEPTIEMBRE,9,MIÉRCOLES,2,CONDUCTOR,MOTO,MASCULINO,22
2017-0118,2017,SEPTIEMBRE,9,VIERNES,4,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26
2017-0120,2017,OCTUBRE,10,LUNES,0,CONDUCTOR,MOTO,MASCULINO,20
2017-0123,2017,OCTUBRE,10,MARTES,1,PEATON,PEATON,FEMENINO,36
2017-0124,2017,OCTUBRE,10,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,51
2017-0125,2017,OCTUBRE,10,VIERNES,4,CONDUCTOR,MOTO,MASCULINO,29
2017-0126,2017,OCTUBRE,10,SÁBADO,5,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,39
2017-0126,2017,OCTUBRE,10,SÁBADO,5,CONDUCTOR,AUTO,MASCULINO,36
2017-0127,2017,OCTUBRE,10,LUNES,0,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,24
2017-0128,2017,OCTUBRE,10,MARTES,1,PEATON,PEATON,FEMENINO,60
2017-0129,2017,OCTUBRE,10,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,57
2017-0130,2017,OCTUBRE,10,VIERNES,4,CONDUCTOR,AUTO,MASCULINO,23
2017-0132,2017,OCTUBRE,10,LUNES,0,CONDUCTOR,MOTO,MASCULINO,23
2017-0134,2017,NOVIEMBRE,11,LUNES,0,PEATON,PEATON,FEMENINO,47
2017-0135,2017,NOVIEMBRE,11,MARTES,1,CONDUCTOR,MOTO,MASCULINO,24
2017-0136,2017,NOVIEMBRE,11,JUEVES,3,PEATON,PEATON,MASCULINO,55
2017-0137,2017,NOVIEMBRE,11,VIERNES,4,PEATON,PEATON,FEMENINO,60
2017-0138,2017,NOVIEMBRE,11,DOMINGO,6,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25
2017-0139,2017,NOVIEMBRE,11,DOMINGO,6,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,15
2017-0140,2017,NOVIEMBRE,11,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,24
2017-0141,2017,NOVIEMBRE,11,JUEVES,3,PEATON,PEATON,FEMENINO,22
2017-0143,2017,NOVIEMBRE,11,SÁBADO,5,CONDUCTOR,AUTO,MASCULINO,50
2017-0144,2017,NOVIEMBRE,11,DOMINGO,6,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,50
2017-0145,2017,NOVIEMBRE,11,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,58
2017-0147,2017,NOVIEMBRE,11,MARTES,1,CONDUCTOR,MOTO,MASCULINO,49
2017-0148,2017,NOVIEMBRE,11,MIÉRCOLES,2,PEATON,PEATON,FEMENINO,82
2017-0149,2017,NOVIEMBRE,11,JUEVES,3,PEATON,PEATON,MASCULINO,13
2017-0150,2017,DICIEMBRE,12,LUNES,0,PEATON,PEATON,MASCULINO,56
2017-0151,2017,DICIEMBRE,12,LUNES,0,PEATON,PEATON,MASCULINO,30
2017-0152,2017,DICIEMBRE,12,MIÉRCOLES,2,CICLISTA,BICICLETA,MASCULINO,19
2017-0153,2017,DICIEMBRE,12,LUNES,0,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,30
2017-0153,2017,DICIEMBRE,12,LUNES,0,CONDUCTOR,MOTO,MASCULINO,30
2017-0154,2017,DICIEMBRE,12,LUNES,0,PEATON,PEATON,MASCULINO,76
2017-0155,2017,DICIEMBRE,12,MARTES,1,SD,SD,MASCULINO,77
2017-0157,2017,DICIEMBRE,12,DOMINGO,6,CONDUCTOR,AUTO,MASCULINO,53
2017-0158,2017,DICIEMBRE,12,LUNES,0,CONDUCTOR,MOTO,MASCULINO,32
2017-0159,2017,DICIEMBRE,12,MIÉRCOLES,2,CONDUCTOR,MOTO,MASCULINO,27
2017-0160,2017,DICIEMBRE,12,VIERNES,4,PEATON,PEATON,FEMENINO,30
2017-0161,2017,DICIEMBRE,12,MARTES,1,PEATON,PEATON,FEMENINO,30
2018-0001,2018,ENERO,1,LUNES,0,PEATON,PEATON,MASCULINO,83
2018-0002,2018,ENERO,1,MIÉRCOLES,2,CICLISTA,BICICLETA,FEMENINO,26
2018-0003,2018,ENERO,1,VIERNES,4,PEATON,PEATON,FEMENINO,58
2018-0004,2018,ENERO,1,MARTES,1,CONDUCTOR,MOTO,MASCULINO,39
2018-0005,2018,ENERO,1,MARTES,1,PEATON,PEATON,MASCULINO,54
2018-0006,2018,ENERO,1,MIÉRCOLES,2,CICLISTA,BICICLETA,FEMENINO,45
2018-0007,2018,ENERO,1,JUEVES,3,CONDUCTOR,AUTO,MASCULINO,46
2018-0008,2018,ENERO,1,VIERNES,4,CONDUCTOR,MOTO,FEMENINO,32
2018-0009,2018,ENERO,1,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,19
2018-0010,2018,ENERO,1,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,40
2018-0011,2018,ENERO,1,VIERNES,4,PEATON,PEATON,MASCULINO,84
2018-0012,2018,ENERO,1,VIERNES,4,CONDUCTOR,MOTO,MASCULINO,20
2018-0013,2018,ENERO,1,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,44
2018-0014,2018,ENERO,1,MIÉRCOLES,2,PEATON,PEATON,MASCULINO,30
2018-0015,2018,FEBRERO,2,MARTES,1,CONDUCTOR,MOTO,MASCULINO,28
2018-0015,2018,FEBRERO,2,MARTES,1,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,19
2018-0016,2018,FEBRERO,2,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,31
2018-0017,2018,FEBRERO,2,SÁBADO,5,PEATON,PEATON,MASCULINO,35
2018-0018,2018,FEBRERO,2,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,26
2018-0019,2018,FEBRERO,2,SÁBADO,5,PEATON,PEATON,FEMENINO,80
2018-0020,2018,FEBRERO,2,LUNES,0,CONDUCTOR,MOTO,MASCULINO,26
2018-0021,2018,FEBRERO,2,JUEVES,3,PEATON,PEATON,FEMENINO,62
2018-0022,2018,FEBRERO,2,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,28
2018-0023,2018,FEBRERO,2,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,28
2018-0024,2018,FEBRERO,2,MIÉRCOLES,2,PEATON,PEATON,MASCULINO,70
2018-0025,2018,MARZO,3,DOMINGO,6,PEATON,PEATON,MASCULINO,70
2018-0026,2018,MARZO,3,VIERNES,4,CONDUCTOR,MOVIL,MASCULINO,24
2018-0026,2018,MARZO,3,VIERNES,4,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,30
2018-0027,2018,MARZO,3,DOMINGO,6,PEATON,PEATON,FEMENINO,74
2018-0028,2018,MARZO,3,MARTES,1,PEATON,PEATON,MASCULINO,71
2018-0029,2018,MARZO,3,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,26
2018-0030,2018,MARZO,3,MARTES,1,CONDUCTOR,MOTO,MASCULINO,24
2018-0031,2018,MARZO,3,MIÉRCOLES,2,CONDUCTOR,MOTO,MASCULINO,31
2018-0032,2018,ABRIL,4,LUNES,0,PEATON,PEATON,MASCULINO,70
2018-0033,2018,ABRIL,4,SÁBADO,5,CONDUCTOR,MOTO,FEMENINO,42
2018-0034,2018,ABRIL,4,MIÉRCOLES,2,PEATON,PEATON,MASCULINO,24
2018-0035,2018,ABRIL,4,JUEVES,3,PEATON,PEATON,FEMENINO,39
2018-0036,2018,ABRIL,4,VIERNES,4,CONDUCTOR,MOTO,MASCULINO,37
2018-0037,2018,ABRIL,4,MIÉRCOLES,2,PEATON,PEATON,MASCULINO,84
2018-0038,2018,ABRIL,4,VIERNES,4,PEATON,PEATON,FEMENINO,59
2018-0038,2018,ABRIL,4,VIERNES,4,PEATON,PEATON,MASCULINO,61
2018-0039,2018,ABRIL,4,SÁBADO,5,PEATON,PEATON,MASCULINO,37
2018-0040,2018,ABRIL,4,VIERNES,4,PEATON,PEATON,FEMENINO,30
2018-0041,2018,ABRIL,4,VIERNES,4,PEATON,PEATON,FEMENINO,78
2018-0042,2018,ABRIL,4,VIERNES,4,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,23
2018-0043,2018,ABRIL,4,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,25
2018-0044,2018,ABRIL,4,SÁBADO,5,PEATON,PEATON,FEMENINO,50
2018-0045,2018,ABRIL,4,LUNES,0,CONDUCTOR,AUTO,MASCULINO,60
2018-0046,2018,MAYO,5,MIÉRCOLES,2,PEATON,PEATON,MASCULINO,11
2018-0047,2018,MAYO,5,MARTES,1,PEATON,PEATON,MASCULINO,82
2018-0048,2018,MAYO,5,MIÉRCOLES,2,PEATON,PEATON,MASCULINO,57
2018-0049,2018,MAYO,5,VIERNES,4,PEATON,PEATON,FEMENINO,40
2018-0050,2018,MAYO,5,LUNES,0,PEATON,PEATON,FEMENINO,47
2018-0051,2018,MAYO,5,MARTES,1,PEATON,PEATON,FEMENINO,57
2018-0052,2018,MAYO,5,VIERNES,4,PEATON,PEATON,MASCULINO,78
2018-0053,2018,MAYO,5,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,43
2018-0054,2018,MAYO,5,MARTES,1,PEATON,PEATON,FEMENINO,86
2018-0055,2018,MAYO,5,MARTES,1,CONDUCTOR,MOTO,MASCULINO,21
2018-0056,2018,JUNIO,6,SÁBADO,5,PEATON,PEATON,FEMENINO,69
2018-0057,2018,JUNIO,6,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,33
2018-0058,2018,JUNIO,6,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,26
2018-0059,2018,JUNIO,6,VIERNES,4,CONDUCTOR,MOTO,MASCULINO,54
2018-0060,2018,JUNIO,6,VIERNES,4,PEATON,PEATON,MASCULINO,51
2018-0061,2018,JUNIO,6,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,51
2018-0062,2018,JUNIO,6,JUEVES,3,PEATON,PEATON,MASCULINO,32
2018-0063,2018,JUNIO,6,SÁBADO,5,PEATON,PEATON,FEMENINO,28
2018-0064,2018,JUNIO,6,LUNES,0,CONDUCTOR,AUTO,MASCULINO,30
2018-0065,2018,JUNIO,6,MARTES,1,CONDUCTOR,MOTO,MASCULINO,35
2018-0066,2018,JUNIO,6,JUEVES,3,PEATON,PEATON,MASCULINO,73
2018-0067,2018,JUNIO,6,VIERNES,4,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,81
2018-0068,2018,JULIO,7,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,21
2018-0069,2018,JULIO,7,MIÉRCOLES,2,CICLISTA,BICICLETA,MASCULINO,20
2018-0070,2018,JULIO,7,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,33
2018-0071,2018,JULIO,7,MARTES,1,CONDUCTOR,MOTO,MASCULINO,30
2018-0072,2018,JULIO,7,MIÉRCOLES,2,CONDUCTOR,MOTO,MASCULINO,27
2018-0073,2018,JULIO,7,MIÉRCOLES,2,PEATON,PEATON,FEMENINO,67
2018-0074,2018,JULIO,7,SÁBADO,5,CONDUCTOR,AUTO,MASCULINO,25
2018-0075,2018,JULIO,7,DOMINGO,6,PEATON,PEATON,MASCULINO,23
2018-0076,2018,JULIO,7,LUNES,0,CONDUCTOR,AUTO,MASCULINO,73
2018-0077,2018,JULIO,7,LUNES,0,CONDUCTOR,AUTO,MASCULINO,58
2018-0078,2018,JULIO,7,SÁBADO,5,PEATON,PEATON,MASCULINO,27
2018-0079,2018,JULIO,7,LUNES,0,PEATON,PEATON,MASCULINO,30
2018-0080,2018,JULIO,7,MIÉRCOLES,2,PEATON,PEATON,MASCULINO,26
2018-0081,2018,JULIO,7,DOMINGO,6,PEATON,PEATON,MASCULINO,35
2018-0082,2018,AGOSTO,8,MIÉRCOLES,2,CONDUCTOR,MOTO,FEMENINO,17
2018-0083,2018,AGOSTO,8,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,30
2018-0084,2018,AGOSTO,8,VIERNES,4,PEATON,PEATON,MASCULINO,45
2018-0085,2018,AGOSTO,8,VIERNES,4,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22
2018-0085,2018,AGOSTO,8,VIERNES,4,CONDUCTOR,MOTO,MASCULINO,30
2018-0086,2018,AGOSTO,8,VIERNES,4,PEATON,PEATON,MASCULINO,40
2018-0087,2018,AGOSTO,8,MIÉRCOLES,2,PEATON,PEATON,MASCULINO,75
2018-0088,2018,AGOSTO,8,VIERNES,4,CONDUCTOR,MOTO,MASCULINO,30
2018-0089,2018,AGOSTO,8,VIERNES,4,PEATON,PEATON,MASCULINO,80
2018-0090,2018,AGOSTO,8,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,27
2018-0091,2018,AGOSTO,8,DOMINGO,6,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23
2018-0092,2018,AGOSTO,8,LUNES,0,CONDUCTOR,MOTO,MASCULINO,23
2018-0093,2018,AGOSTO,8,LUNES,0,PEATON,PEATON,MASCULINO,24
2018-0094,2018,AGOSTO,8,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,32
2018-0095,2018,AGOSTO,8,DOMINGO,6,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,49
2018-0096,2018,AGOSTO,8,VIERNES,4,PEATON,PEATON,MASCULINO,39
2018-0097,2018,SEPTIEMBRE,9,DOMINGO,6,CONDUCTOR,AUTO,FEMENINO,35
2018-0098,2018,SEPTIEMBRE,9,DOMINGO,6,CONDUCTOR,AUTO,MASCULINO,55
2018-0098,2018,SEPTIEMBRE,9,DOMINGO,6,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,54
2018-0099,2018,SEPTIEMBRE,9,MIÉRCOLES,2,PEATON,PEATON,MASCULINO,18
2018-0100,2018,SEPTIEMBRE,9,JUEVES,3,SD,MOTO,FEMENINO,33
2018-0101,2018,SEPTIEMBRE,9,VIERNES,4,CONDUCTOR,AUTO,MASCULINO,30
2018-0102,2018,SEPTIEMBRE,9,VIERNES,4,CONDUCTOR,MOTO,MASCULINO,20
2018-0103,2018,SEPTIEMBRE,9,JUEVES,3,PEATON,PEATON,MASCULINO,1
2018-0104,2018,OCTUBRE,10,LUNES,0,CONDUCTOR,MOTO,MASCULINO,22
2018-0105,2018,OCTUBRE,10,MIÉRCOLES,2,PEATON,PEATON,FEMENINO,56
2018-0106,2018,OCTUBRE,10,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,27
2018-0107,2018,OCTUBRE,10,SÁBADO,5,PEATON,PEATON,FEMENINO,62
2018-0108,2018,OCTUBRE,10,MARTES,1,CONDUCTOR,MOTO,MASCULINO,37
2018-0109,2018,OCTUBRE,10,MIÉRCOLES,2,PEATON,PEATON,MASCULINO,34
2018-0110,2018,OCTUBRE,10,SÁBADO,5,PEATON,PEATON,MASCULINO,60
2018-0111,2018,OCTUBRE,10,VIERNES,4,CONDUCTOR,MOTO,MASCULINO,28
2018-0112,2018,OCTUBRE,10,MIÉRCOLES,2,CONDUCTOR,MOTO,FEMENINO,28
2018-0113,2018,OCTUBRE,10,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,20
2018-0114,2018,OCTUBRE,10,MARTES,1,CONDUCTOR,MOTO,MASCULINO,23
2018-0115,2018,OCTUBRE,10,MIÉRCOLES,2,PEATON,PEATON,MASCULINO,42
2018-0116,2018,NOVIEMBRE,11,JUEVES,3,PEATON,PEATON,MASCULINO,48
2018-0117,2018,NOVIEMBRE,11,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,30
2018-0118,2018,NOVIEMBRE,11,LUNES,0,PEATON,PEATON,FEMENINO,80
2018-0119,2018,NOVIEMBRE,11,LUNES,0,PEATON,PEATON,FEMENINO,32
2018-0120,2018,NOVIEMBRE,11,VIERNES,4,PEATON,PEATON,FEMENINO,51
2018-0121,2018,NOVIEMBRE,11,VIERNES,4,PEATON,PEATON,FEMENINO,72
2018-0122,2018,NOVIEMBRE,11,LUNES,0,CONDUCTOR,AUTO,MASCULINO,33
2018-0123,2018,NOVIEMBRE,11,LUNES,0,CONDUCTOR,AUTO,MASCULINO,25
2018-0124,2018,NOVIEMBRE,11,JUEVES,3,CONDUCTOR,CARGAS,MASCULINO,44
2018-0125,2018,NOVIEMBRE,11,VIERNES,4,PEATON,PEATON,MASCULINO,29
2018-0126,2018,NOVIEMBRE,11,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,27
2018-0127,2018,NOVIEMBRE,11,LUNES,0,CONDUCTOR,MOTO,MASCULINO,29
2018-0128,2018,NOVIEMBRE,11,DOMINGO,6,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49
2018-0128,2018,NOVIEMBRE,11,DOMINGO,6,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,39
2018-0129,2018,NOVIEMBRE,11,MIÉRCOLES,2,CONDUCTOR,MOTO,MASCULINO,37
2018-0130,2018,DICIEMBRE,12,LUNES,0,CONDUCTOR,MOTO,MASCULINO,30
2018-0131,2018,DICIEMBRE,12,VIERNES,4,CONDUCTOR,MOTO,MASCULINO,29
2018-0132,2018,DICIEMBRE,12,MIÉRCOLES,2,PEATON,PEATON,MASCULINO,70
2018-0133,2018,DICIEMBRE,12,MIÉRCOLES,2,PEATON,PEATON,FEMENINO,60
2018-0134,2018,DICIEMBRE,12,MIÉRCOLES,2,PEATON,PEATON,MASCULINO,56
2018-0135,2018,DICIEMBRE,12,MARTES,1,PEATON,PEATON,MASCULINO,80
2018-0136,2018,DICIEMBRE,12,MARTES,1,PEATON,PEATON,FEMENINO,70
2018-0137,2018,DICIEMBRE,12,MARTES,1,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,29
2018-0138,2018,DICIEMBRE,12,VIERNES,4,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,79
2018-0139,2018,DICIEMBRE,12,SÁBADO,5,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,28
2018-0140,2018,DICIEMBRE,12,SÁBADO,5,CONDUCTOR,AUTO,MASCULINO,78
2018-0141,2018,DICIEMBRE,12,SÁBADO,5,PEATON,PEATON,MASCULINO,75
2018-0142,2018,DICIEMBRE,12,MARTES,1,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,32
2018-0143,2018,DICIEMBRE,12,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,22
2019-0001,2019,ENERO,1,MARTES,1,CONDUCTOR,MOTO,MASCULINO,25
2019-0002,2019,ENERO,1,MIÉRCOLES,2,CONDUCTOR,AUTO,MASCULINO,32
2019-0003,2019,ENERO,1,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,23
2019-0004,2019,ENERO,1,LUNES,0,CONDUCTOR,AUTO,MASCULINO,71
2019-0005,2019,ENERO,1,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,43
2019-0006,2019,ENERO,1,MIÉRCOLES,2,PEATON,PEATON,FEMENINO,12
2019-0007,2019,ENERO,1,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,35
2019-0008,2019,ENERO,1,MIÉRCOLES,2,CONDUCTOR,MOTO,MASCULINO,42
2019-0009,2019,ENERO,1,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,34
2019-0010,2019,FEBRERO,2,SÁBADO,5,PEATON,PEATON,MASCULINO,30
2019-0010,2019,FEBRERO,2,SÁBADO,5,PEATON,PEATON,MASCULINO,59
2019-0011,2019,FEBRERO,2,DOMINGO,6,PEATON,PEATON,MASCULINO,30
2019-0012,2019,FEBRERO,2,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,31
2019-0013,2019,FEBRERO,2,MIÉRCOLES,2,PEATON,PEATON,MASCULINO,39
2019-0014,2019,FEBRERO,2,MIÉRCOLES,2,CONDUCTOR,MOTO,MASCULINO,69
2019-0015,2019,FEBRERO,2,SÁBADO,5,CONDUCTOR,AUTO,MASCULINO,21
2019-0016,2019,FEBRERO,2,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,40
2019-0017,2019,MARZO,3,DOMINGO,6,CONDUCTOR,AUTO,MASCULINO,22
2019-0018,2019,MARZO,3,DOMINGO,6,PEATON,PEATON,FEMENINO,29
2019-0019,2019,MARZO,3,MIÉRCOLES,2,CONDUCTOR,MOTO,MASCULINO,30
2019-0020,2019,MARZO,3,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,43
2019-0021,2019,MARZO,3,VIERNES,4,CONDUCTOR,MOTO,MASCULINO,23
2019-0022,2019,MARZO,3,VIERNES,4,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30
2019-0023,2019,MARZO,3,SÁBADO,5,CONDUCTOR,AUTO,MASCULINO,34
2019-0024,2019,MARZO,3,MARTES,1,CONDUCTOR,MOTO,MASCULINO,32
2019-0025,2019,MARZO,3,VIERNES,4,PEATON,PEATON,MASCULINO,27
2019-0026,2019,MARZO,3,JUEVES,3,PEATON,PEATON,MASCULINO,30
2019-0027,2019,MARZO,3,JUEVES,3,CICLISTA,BICICLETA,MASCULINO,37
2019-0028,2019,ABRIL,4,SÁBADO,5,PEATON,PEATON,FEMENINO,30
2019-0029,2019,ABRIL,4,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,27
2019-0030,2019,ABRIL,4,MARTES,1,CONDUCTOR,MOTO,MASCULINO,25
2019-0031,2019,ABRIL,4,VIERNES,4,CICLISTA,BICICLETA,MASCULINO,20
2019-0032,2019,ABRIL,4,MARTES,1,PEATON,PEATON,FEMENINO,83
2019-0033,2019,ABRIL,4,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,25
2019-0034,2019,ABRIL,4,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,30
2019-0035,2019,ABRIL,4,MARTES,1,PEATON,PEATON,FEMENINO,75
2019-0036,2019,ABRIL,4,VIERNES,4,CONDUCTOR,MOTO,MASCULINO,34
2019-0037,2019,MAYO,5,MIÉRCOLES,2,CONDUCTOR,MOTO,MASCULINO,17
2019-0038,2019,MAYO,5,SÁBADO,5,PEATON,PEATON,FEMENINO,42
2019-0105,2019,MAYO,5,DOMINGO,6,PEATON,PEATON,FEMENINO,82
2019-0039,2019,MAYO,5,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,28
2019-0040,2019,MAYO,5,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,44
2019-0041,2019,MAYO,5,SÁBADO,5,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,78
2019-0042,2019,MAYO,5,MARTES,1,PEATON,PEATON,MASCULINO,39
