ID,N_VICTIMAS,AÑO,MES,DIA_SEMANA,DIA_SEMANA_NOM,HORA,TIPO_DE_CALLE,VIAS_INVOL,INTERSECCION,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,LONGITUD,LATITUD
2017-0109,1,2017,9,0,LUNES,21.0,AVENIDA,"['DIRECTORIO AV.', 'PORTELA']",1,7,MOTO-AUTO,MOTO,AUTO,-58.47130269,-34.63665402
2017-0110,1,2017,9,2,MIÉRCOLES,14.25,AVENIDA,"['LAVALLE', 'ALEM, LEANDRO N. AV.']",1,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.370488,-34.60189492
2017-0111,1,2017,9,3,JUEVES,18.383333333333333,CALLE,"['USPALLATA', 'PIROVANO']",1,4,PEATON-CARGAS,PEATON,CARGAS,-58.42023854,-34.6423411
2017-0112,2,2017,9,6,DOMINGO,9.533333333333333,AUTOPISTA,['AUTOPISTA 25 DE MAYO'],0,7,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.45807401,-34.6399743
2017-0113,1,2017,9,0,LUNES,6.5,AVENIDA,"['SANTA FE AV.', 'MAIPU']",1,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37697717,-34.59573848
2017-0114,1,2017,9,4,VIERNES,2.5,AVENIDA,"['ALVEAR AV.', 'DEL LIBERTADOR AV.']",1,2,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.3910058,-34.5849866
2017-0115,1,2017,9,1,MARTES,18.866666666666667,AVENIDA,"['PAVON AV.', 'TREINTA Y TRES ORIENTALES']",1,5,MOTO-BICICLETA,MOTO,BICICLETA,-58.42182126,-34.63089661
2017-0116,1,2017,9,2,MIÉRCOLES,22.4,GRAL PAZ,"['PAZ, GRAL. AV.']",0,12,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.51389422,-34.58075791
2017-0118,1,2017,9,4,VIERNES,7.033333333333333,AVENIDA,"['VIEYTES', 'CRUZ, OSVALDO AV.']",1,4,MOTO-AUTO,MOTO,AUTO,-58.37585415,-34.65232158
2017-0120,1,2017,10,0,LUNES,15.916666666666666,AUTOPISTA,"['AUTOPISTA DELLEPIANE LUIS TTE. GRAL.', 'ESCALADA AV.']",1,9,MOTO-CARGAS,MOTO,CARGAS,-58.47297505,-34.66245085
2017-0123,1,2017,10,1,MARTES,1.0833333333333333,AVENIDA,"['ALBARI?O', 'ARGENTINA AV.']",1,8,PEATON-AUTO,PEATON,AUTO,-58.46855503,-34.67216349
2017-0124,1,2017,10,3,JUEVES,14.666666666666666,CALLE,"['RAMIREZ DE VELASCO, JUAN']",0,15,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.44254033,-34.59185043
2017-0125,1,2017,10,4,VIERNES,6.2,AVENIDA,"['FERNANDEZ DE LA CRUZ, F., GRAL. AV.', 'LARRAYA']",1,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.46622247,-34.67926929
2017-0126,2,2017,10,5,SÁBADO,6.25,AVENIDA,"['RIESTRA AV.', 'CA?ADA DE GOMEZ']",1,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.48003734,-34.68148508
2017-0127,1,2017,10,0,LUNES,7.75,AVENIDA,"['GALLO', 'CORDOBA AV.']",1,2,MOTO-MOTO,MOTO,MOTO,-58.41192137,-34.59800248
2017-0128,1,2017,10,1,MARTES,12.5,CALLE,"['ARANGUREN, JUAN F., DR.']",0,6,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44034689,-34.61349731
2017-0129,1,2017,10,3,JUEVES,19.25,AUTOPISTA,"['AUTOPISTA PERITO MORENO', 'AUTOPISTA 25 DE MAYO']",1,9,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.47155277,-34.64925746
2017-0130,1,2017,10,4,VIERNES,5.5,AVENIDA,"['CHORROARIN', 'SAN MARTIN AV.']",1,15,AUTO-CARGAS,AUTO,CARGAS,-58.47883099,-34.59967065
2017-0132,1,2017,10,0,LUNES,14.0,AVENIDA,"['COSQUIN', 'ROCA, CNEL. AV.']",1,8,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.46552171,-34.6937413
2017-0134,1,2017,11,0,LUNES,18.0,AVENIDA,"['ROCA, CNEL. AV.']",0,8,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.4423972,-34.66777987
2017-0135,1,2017,11,1,MARTES,12.233333333333333,AVENIDA,"['WARNES AV.', 'PUNTA ARENAS']",1,15,MOTO-CARGAS,MOTO,CARGAS,-58.47032551,-34.59626814
2017-0136,1,2017,11,3,JUEVES,8.716666666666667,AVENIDA,"['BARCO CENTENERA DEL', 'RABANAL, FRANCISCO, INTENDENTE AV.']",1,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.41827843,-34.65522746
2017-0137,1,2017,11,4,VIERNES,11.75,AVENIDA,"['MOSCONI GENERAL AV.', 'SAN NICOLAS']",1,11,PEATON-CARGAS,PEATON,CARGAS,-58.51280715,-34.59279388
2017-0138,1,2017,11,6,DOMINGO,10.5,AVENIDA,"['LAFUENTE AV.', 'PERON, EVA AV.']",1,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.46258582,-34.64385704
2017-0139,1,2017,11,6,DOMINGO,22.5,AVENIDA,"['ROCA, CNEL. AV.', 'ESCALADA AV.']",1,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.45064148,-34.68003614
2017-0140,1,2017,11,6,DOMINGO,23.366666666666667,AUTOPISTA,['AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI'],0,4,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.37709334,-34.64035082
2017-0141,1,2017,11,3,JUEVES,19.75,AVENIDA,"['LA PLATA AV.', 'GOYENA, PEDRO AV.']",1,6,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.42717783,-34.62513374
2017-0143,1,2017,11,5,SÁBADO,21.75,CALLE,"['TRELLES, MANUEL R.', 'DIAZ, CESAR, GRAL.']",1,11,AUTO-PASAJEROS,AUTO,PASAJEROS,-58.46442001,-34.60724519
2017-0144,1,2017,11,6,DOMINGO,6.75,GRAL PAZ,"['ROCA, CNEL. AV.', 'PAZ, GRAL. AV.']",1,8,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.47064556,-34.69843756
2017-0145,1,2017,11,6,DOMINGO,17.083333333333332,CALLE,"['MAZA', 'DON BOSCO']",1,5,MOTO-AUTO,MOTO,AUTO,-58.41677733,-34.61223119
2017-0147,1,2017,11,1,MARTES,11.25,GRAL PAZ,"['PAZ, GRAL. AV.', 'PERON, EVA AV.']",1,9,MOTO-AUTO,MOTO,AUTO,-58.5025179,-34.67450313
2017-0148,1,2017,11,2,MIÉRCOLES,10.75,AVENIDA,"['SAN JUAN AV.', 'LA RIOJA']",1,3,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.40708125,-34.62438894
2017-0149,1,2017,11,3,JUEVES,12.333333333333334,AVENIDA,"['PASEO COLON AV.', 'MEXICO']",1,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.36947198,-34.61477051
2017-0150,1,2017,12,0,LUNES,1.25,AVENIDA,"['RIVADAVIA AV.', 'MIRALLA']",1,9,PEATON-AUTO,PEATON,AUTO,-58.51140889,-34.63934531
2017-0151,1,2017,12,0,LUNES,2.25,CALLE,"['VIEYTES', 'LUJAN']",1,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37460912,-34.65559133
2017-0152,1,2017,12,2,MIÉRCOLES,17.5,CALLE,"['CACHI', 'TRAFUL']",1,4,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,-58.41146277,-34.65073916
2017-0153,2,2017,12,0,LUNES,2.0,AVENIDA,"['ROSARIO', 'LA PLATA AV.']",1,6,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.42855267,-34.61829385
2017-0154,1,2017,12,0,LUNES,9.25,AVENIDA,"['ENTRE RIOS AV.', 'CASEROS AV.']",1,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.39035581,-34.63412287
2017-0155,1,2017,12,1,MARTES,21.416666666666668,AVENIDA,['RIVADAVIA AV.'],0,7,SD-MOTO,SD,MOTO,-58.45593915,-34.62656868
2017-0157,1,2017,12,6,DOMINGO,9.033333333333333,GRAL PAZ,"['PAZ, GRAL. AV.', 'HUMAITA']",1,9,AUTO-PASAJEROS,AUTO,PASAJEROS,-58.52866211,-34.64597065
2017-0158,1,2017,12,0,LUNES,21.5,GRAL PAZ,"['GUALEGUAYCHU', 'PAZ, GRAL. AV.']",1,11,MOTO-AUTO,MOTO,AUTO,-58.52037476,-34.59407024
2017-0159,1,2017,12,2,MIÉRCOLES,4.516666666666667,AVENIDA,"['INDEPENDENCIA AV.', 'CEVALLOS, VIRREY']",1,1,MOTO-AUTO,MOTO,AUTO,-58.38896772,-34.61799615
2017-0160,1,2017,12,4,VIERNES,13.25,AVENIDA,['NAZCA AV.'],0,7,PEATON-MOTO,PEATON,MOTO,-58.47074114,-34.62771756
2017-0161,1,2017,12,1,MARTES,15.5,AVENIDA,"['PERON, EVA AV.']",0,9,PEATON-AUTO,PEATON,AUTO,-58.48200819,-34.65969965
2018-0001,1,2018,1,0,LUNES,22.833333333333332,AVENIDA,"['SAN JUAN AV.', 'RINCON']",1,3,PEATON-MOTO,PEATON,MOTO,-58.39536773,-34.62297346
2018-0002,1,2018,1,2,MIÉRCOLES,16.666666666666668,CALLE,['PERU'],0,1,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,-58.37456088,-34.61895467
2018-0003,1,2018,1,4,VIERNES,10.2,AVENIDA,"['PUEYRREDON, HONORIO, DR. AV.', 'GALICIA']",1,15,MULTIPLE,PEATON,MULTIPLE,-58.44860217,-34.60395657
2018-0004,1,2018,1,1,MARTES,9.666666666666666,AVENIDA,"['DEL LIBERTADOR AV.', 'MANZANARES']",1,13,MULTIPLE,MOTO,MULTIPLE,-58.46129513,-34.54332766
2018-0005,1,2018,1,1,MARTES,22.5,AVENIDA,['PASEO COLON AV.'],0,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.36907201,-34.61953517
2018-0006,1,2018,1,2,MIÉRCOLES,21.25,CALLE,"['VALLE', 'BARCO CENTENERA DEL']",1,6,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,-58.44062219,-34.62499107
2018-0007,1,2018,1,3,JUEVES,2.5,AUTOPISTA,['AUTOPISTA PERITO MORENO'],0,9,AUTO-AUTO,AUTO,AUTO,-58.52502765,-34.63601265
2018-0008,1,2018,1,4,VIERNES,17.833333333333332,AVENIDA,"['HUERGO, ING. AV.', 'INDEPENDENCIA AV.']",1,1,MOTO-CARGAS,MOTO,CARGAS,-58.36659655,-34.61687778
2018-0009,1,2018,1,6,DOMINGO,2.0,AVENIDA,"['PILCOMAYO', 'BROWN, ALTE. AV.']",1,4,MOTO-MOTO,MOTO,MOTO,-58.36737389,-34.62763661
2018-0010,1,2018,1,3,JUEVES,5.166666666666667,CALLE,"['CERVANTES', 'BELAUSTEGUI, LUIS, DR.']",1,10,MOTO-CARGAS,MOTO,CARGAS,-58.49807953,-34.63038658
2018-0011,1,2018,1,4,VIERNES,10.5,AVENIDA,"['CALLAO AV.', 'LOPEZ, VICENTE']",1,2,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.39092703,-34.59088447
2018-0012,1,2018,1,4,VIERNES,13.5,CALLE,"['OLIDEN', 'CHILAVERT, MARTINIANO, CORONEL']",1,8,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.46912006,-34.68049201
2018-0013,1,2018,1,6,DOMINGO,8.25,AVENIDA,"['CONGRESO AV.', 'GALVAN']",1,12,MOTO-AUTO,MOTO,AUTO,-58.48661286,-34.56786129
2018-0014,1,2018,1,2,MIÉRCOLES,20.0,AVENIDA,"['MORENO, PERITO AV.', 'RIVERA INDARTE AV.']",1,7,PEATON-MOTO,PEATON,MOTO,-58.44074927,-34.65080597
2018-0015,2,2018,2,1,MARTES,1.0,AVENIDA,['AUSTRALIA AV.'],0,4,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.38636298,-34.64684275
2018-0016,1,2018,2,3,JUEVES,10.25,AVENIDA,"['DEL LIBERTADOR AV.', 'RAMOS MEJIA, JOSE MARIA, DR. AV.']",1,1,MOTO-CARGAS,MOTO,CARGAS,-58.37533517,-34.59276462
2018-0017,1,2018,2,5,SÁBADO,4.25,AVENIDA,"['SAN PEDRITO AV.', 'RIVADAVIA AV.']",1,7,PEATON-AUTO,PEATON,AUTO,-58.46963952,-34.63070603
2018-0018,1,2018,2,5,SÁBADO,7.25,CALLE,"['ISABEL LA CATOLICA', 'SALVADORES, CNEL.']",1,4,MOTO-CARGAS,MOTO,CARGAS,-58.37207554,-34.64543658
2018-0019,1,2018,2,5,SÁBADO,12.5,AVENIDA,"['LAS HERAS GENERAL AV.', 'CALLAO AV.']",1,2,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.39189441,-34.59176378
2018-0020,1,2018,2,0,LUNES,22.0,AUTOPISTA,['AUTOPISTA PRESIDENTE HECTOR J. CAMPORA'],0,8,MOTO-CARGAS,MOTO,CARGAS,-58.45012957,-34.66518343
2018-0021,1,2018,2,3,JUEVES,10.75,AVENIDA,"['ALCORTA, AMANCIO AV.', 'ZAVALETA']",1,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.40184094,-34.64546845
2018-0022,1,2018,2,5,SÁBADO,0.0,AVENIDA,"['MONTES DE OCA, MANUEL AV.', 'OLAVARRIA']",1,4,MOTO-CARGAS,MOTO,CARGAS,-58.37441153,-34.63966783
2018-0023,1,2018,2,5,SÁBADO,6.0,CALLE,"['BARCO CENTENERA DEL', 'ROSARIO']",1,6,MOTO-AUTO,MOTO,AUTO,-58.44110156,-34.62082399
2018-0024,1,2018,2,2,MIÉRCOLES,23.0,AVENIDA,"['ALVAREZ THOMAS AV.', 'DONADO']",1,15,PEATON-CARGAS,PEATON,CARGAS,-58.47087351,-34.57827342
2018-0025,1,2018,3,6,DOMINGO,22.5,AVENIDA,"['AVELLANEDA AV.', 'BOYACA AV.']",1,7,PEATON-AUTO,PEATON,AUTO,-58.4596221,-34.6224514
2018-0026,2,2018,3,4,VIERNES,4.75,AVENIDA,"['RABANAL, FRANCISCO, INTENDENTE AV.', 'SAENZ AV.']",1,4,MOVIL-CARGAS,MOVIL,CARGAS,-58.41657793,-34.65476216
2018-0027,1,2018,3,6,DOMINGO,23.0,CALLE,"['CASTRO', 'RONDEAU']",1,5,PEATON-MOTO,PEATON,MOTO,-58.41911301,-34.63722107
2018-0028,1,2018,3,1,MARTES,15.75,AVENIDA,"['BILBAO, FRANCISCO AV.', 'AZUL']",1,9,PEATON-CARGAS,PEATON,CARGAS,-58.47120586,-34.64251042
2018-0029,1,2018,3,3,JUEVES,18.0,AVENIDA,"['NAZCA AV.', 'GAONA AV.']",1,11,MOTO-AUTO,MOTO,AUTO,-58.47418944,-34.62049672
2018-0030,1,2018,3,1,MARTES,1.5,AVENIDA,"['PLAZA', 'ALVAREZ THOMAS AV.']",1,15,MOTO-MOTO,MOTO,MOTO,-58.46720441,-34.57905579
2018-0031,1,2018,3,2,MIÉRCOLES,10.25,AVENIDA,"['GAONA AV.', 'ARTIGAS, JOSE GERVASIO, GRAL.']",1,11,MOTO-CARGAS,MOTO,CARGAS,-58.46909362,-34.6177971
2018-0032,1,2018,4,0,LUNES,13.0,AVENIDA,"['CABILDO AV.', 'AGUILAR']",1,13,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44704343,-34.5688864
2018-0033,1,2018,4,5,SÁBADO,7.5,AVENIDA,"['CAMARONES', 'LOPE DE VEGA AV.']",1,10,MOTO-CARGAS,MOTO,CARGAS,-58.50535541,-34.62902048
2018-0034,1,2018,4,2,MIÉRCOLES,18.25,AVENIDA,['SANTA FE AV.'],0,2,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.40021675,-34.59522198
2018-0035,1,2018,4,3,JUEVES,16.75,AVENIDA,['RIVADAVIA AV.'],0,7,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46325991,-34.62919627
2018-0036,1,2018,4,4,VIERNES,23.25,AVENIDA,"['SAN MARTIN AV.', 'ARGERICH']",1,15,MOTO-AUTO,MOTO,AUTO,-58.49471482,-34.59694755
2018-0037,1,2018,4,2,MIÉRCOLES,18.75,AVENIDA,"['CORDOBA AV.', 'URIBURU JOSE E., PRES.']",1,2,PEATON-CARGAS,PEATON,CARGAS,-58.3987261,-34.59975962
2018-0038,2,2018,4,4,VIERNES,17.166666666666668,AVENIDA,['RIVADAVIA AV.'],0,1,PEATON-AUTO,PEATON,AUTO,-58.38872177,-34.60885045
2018-0039,1,2018,4,5,SÁBADO,22.25,AUTOPISTA,"['LUGONES, LEOPOLDO AV.']",0,14,PEATON-AUTO,PEATON,AUTO,-58.42525456,-34.57866344
2018-0040,1,2018,4,4,VIERNES,11.0,CALLE,"['FREIRE, RAMON, CAP. GRAL.', 'OLAGUER Y FELIU, VIRREY']",1,13,PEATON-CARGAS,PEATON,CARGAS,-58.45686132,-34.57305993
2018-0041,1,2018,4,4,VIERNES,13.5,AVENIDA,"['LA PLATA AV.', 'FERNANDEZ DE LA CRUZ, F., GRAL. AV.']",1,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.42281627,-34.64282424
2018-0042,1,2018,4,4,VIERNES,18.716666666666665,CALLE,"['BRANDSEN', 'PERDRIEL']",1,4,MOTO-CARGAS,MOTO,CARGAS,-58.38666024,-34.63953396
2018-0043,1,2018,4,5,SÁBADO,6.5,AVENIDA,"['VILARDEBO, TEODORO', 'ALVAREZ JONTE AV.']",1,11,MOTO-AUTO,MOTO,AUTO,-58.49122843,-34.61207587
2018-0044,1,2018,4,5,SÁBADO,9.0,AVENIDA,"['ALBERTI', 'INDEPENDENCIA AV.']",1,3,PEATON-AUTO,PEATON,AUTO,-58.40098306,-34.61866627
2018-0045,1,2018,4,0,LUNES,7.0,AVENIDA,['ALVAREZ THOMAS AV.'],0,13,AUTO-CARGAS,AUTO,CARGAS,-58.45448963,-34.5791692
2018-0046,1,2018,5,2,MIÉRCOLES,3.25,GRAL PAZ,"['PAZ, GRAL. AV.', 'RIVADAVIA AV.']",1,9,PEATON-AUTO,PEATON,AUTO,-58.52927982,-34.63931752
2018-0047,1,2018,5,1,MARTES,19.0,AVENIDA,"['CORRIENTES AV.', 'DORREGO AV.']",1,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44759966,-34.5917024
2018-0048,1,2018,5,2,MIÉRCOLES,10.5,AVENIDA,"['RIVADAVIA AV.', 'PEDERNERA']",1,7,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46411215,-34.62925068
2018-0049,1,2018,5,4,VIERNES,19.25,CALLE,['QUESADA'],0,13,PEATON-AUTO,PEATON,AUTO,-58.4621322,-34.55395823
2018-0050,1,2018,5,0,LUNES,18.75,AVENIDA,"['CABILDO AV.', 'JURAMENTO AV.']",1,13,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.45669422,-34.5620361
2018-0051,1,2018,5,1,MARTES,21.25,CALLE,"['CALIFORNIA', 'CARBONARI, FRANCISCO, CMTE.']",1,4,PEATON-AUTO,PEATON,AUTO,-58.3597716,-34.64341878
2018-0052,1,2018,5,4,VIERNES,20.5,AVENIDA,"['CARRIL, SALVADOR MARIA DEL AV.', 'NAZCA']",1,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.49820145,-34.59070093
2018-0053,1,2018,5,6,DOMINGO,2.5,CALLE,"['SAN LUIS', 'AGUERO']",1,3,MOTO-AUTO,MOTO,AUTO,-58.4105928,-34.5993918
2018-0054,1,2018,5,1,MARTES,11.25,CALLE,['LUGONES'],0,12,PEATON-BICICLETA,PEATON,BICICLETA,-58.47969138,-34.57121563
2018-0055,1,2018,5,1,MARTES,7.5,AVENIDA,"['INDEPENDENCIA AV.', 'JUJUY AV.']",1,3,MOTO-AUTO,MOTO,AUTO,-58.40351561,-34.61883916
2018-0056,1,2018,6,5,SÁBADO,13.0,AVENIDA,['RIVADAVIA AV.'],0,9,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.51973844,-34.63918987
2018-0057,1,2018,6,6,DOMINGO,3.5,CALLE,"['COMBATE DE LOS POZOS', 'HUMBERTO 1?']",1,3,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.39311376,-34.62163006
2018-0058,1,2018,6,6,DOMINGO,6.5,AVENIDA,"['CORDOBA AV.', 'THAMES']",1,15,MOTO-AUTO,MOTO,AUTO,-58.43531242,-34.59082159
2018-0059,1,2018,6,4,VIERNES,6.333333333333333,AVENIDA,"['GARAY, JUAN DE AV.', 'SANCHEZ DE LORIA']",1,5,MOTO-MOVIL,MOTO,OTRO,-58.41178165,-34.63035454
2018-0060,1,2018,6,4,VIERNES,12.833333333333334,AVENIDA,"['LAVALLE', 'ALEM, LEANDRO N. AV.']",1,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.370488,-34.60189492
2018-0061,1,2018,6,6,DOMINGO,11.25,CALLE,"['ESTADOS UNIDOS', 'PICHINCHA']",1,3,MOTO-MOTO,MOTO,MOTO,-58.39883882,-34.61964833
2018-0062,1,2018,6,3,JUEVES,1.0,CALLE,"['ROSARIO', 'BARCO CENTENERA DEL']",1,6,PEATON-CARGAS,PEATON,CARGAS,-58.44110156,-34.62082399
2018-0063,1,2018,6,5,SÁBADO,21.25,AVENIDA,"['ALEM, LEANDRO N. AV.', 'VIAMONTE']",1,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37093138,-34.59952725
2018-0064,1,2018,6,0,LUNES,1.25,AVENIDA,"['VARELA AV.', 'PRIMERA JUNTA']",1,7,AUTO-CARGAS,AUTO,CARGAS,-58.45855262,-34.63953253
2018-0065,1,2018,6,1,MARTES,17.5,CALLE,"['PELLEGRINI, CARLOS', 'JUNCAL']",1,1,MOTO-CARGAS,MOTO,CARGAS,-58.38161909,-34.59283447
2018-0066,1,2018,6,3,JUEVES,11.0,AVENIDA,"['CORRIENTES AV.', 'LACROZE, FEDERICO AV.']",1,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.45511899,-34.58698157
2018-0067,1,2018,6,4,VIERNES,16.25,AVENIDA,"['MONTES DE OCA, MANUEL AV.', 'FINOCHIETTO ENRIQUE DR.']",1,4,PASAJEROS-AUTO,PASAJEROS,AUTO,-58.37724226,-34.62973033
2018-0068,1,2018,7,6,DOMINGO,9.0,AVENIDA,"['CARABOBO AV.', 'ALBERDI, JUAN BAUTISTA AV.']",1,7,MOTO-AUTO,MOTO,AUTO,-58.45546217,-34.62930339
2018-0069,1,2018,7,2,MIÉRCOLES,21.75,AVENIDA,['CORDOBA AV.'],0,2,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,-58.39897064,-34.59954925
2018-0070,1,2018,7,5,SÁBADO,15.75,CALLE,"['ESTADOS UNIDOS', 'URQUIZA, GRAL.']",1,3,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.40917826,-34.62126274
2018-0071,1,2018,7,1,MARTES,17.833333333333332,AVENIDA,"['MORENO', 'HUERGO, ING. AV.']",1,1,MOTO-CARGAS,MOTO,CARGAS,-58.36726348,-34.61099738
2018-0072,1,2018,7,2,MIÉRCOLES,13.25,AUTOPISTA,['AUTOPISTA DELLEPIANE LUIS TTE. GRAL.'],0,8,MOTO-CARGAS,MOTO,CARGAS,-58.48267426,-34.68454456
2018-0073,1,2018,7,2,MIÉRCOLES,15.75,AVENIDA,"['IRIARTE, GRAL. AV.']",0,4,PEATON-CARGAS,PEATON,CARGAS,-58.39546165,-34.65168841
2018-0074,1,2018,7,5,SÁBADO,6.066666666666666,AVENIDA,"['ALBERDI, JUAN BAUTISTA AV.']",0,7,AUTO-CARGAS,AUTO,CARGAS,-58.46941984,-34.63376545
